2580
      1  0.000000000E+00  0.000000000E+00  0.000000000E+00
      2  0.000000000E+00  0.000000000E+00  0.249999955E+00
      3  0.755983219E-01  0.000000000E+00  0.000000000E+00
      4  0.755983219E-01  0.000000000E+00  0.249999955E+00
      5  0.175598249E+00  0.000000000E+00  0.000000000E+00
      6  0.175598234E+00  0.000000000E+00  0.249999955E+00
      7  0.275598288E+00  0.000000000E+00  0.000000000E+00
      8  0.275598288E+00  0.000000000E+00  0.249999955E+00
      9  0.375598252E+00  0.000000000E+00  0.000000000E+00
     10  0.375598252E+00  0.000000000E+00  0.249999955E+00
     11 -0.244017001E-01  0.000000000E+00  0.000000000E+00
     12 -0.244017001E-01  0.000000000E+00  0.249999955E+00
     13  0.755983442E-01  0.999999791E-01  0.000000000E+00
     14  0.755983069E-01  0.999999791E-01  0.249999955E+00
     15  0.175598249E+00  0.999999642E-01  0.000000000E+00
     16  0.175598234E+00  0.100000009E+00  0.249999955E+00
     17  0.275598288E+00  0.999999642E-01  0.000000000E+00
     18  0.275598288E+00  0.100000009E+00  0.249999955E+00
     19  0.375598252E+00  0.999999642E-01  0.000000000E+00
     20  0.375598252E+00  0.100000009E+00  0.249999955E+00
     21  0.475598216E+00  0.000000000E+00  0.000000000E+00
     22  0.475598216E+00  0.000000000E+00  0.249999955E+00
     23  0.475598216E+00  0.999999642E-01  0.000000000E+00
     24  0.475598216E+00  0.100000009E+00  0.249999955E+00
     25 -0.224401668E+00  0.000000000E+00  0.000000000E+00
     26 -0.224401668E+00  0.000000000E+00  0.249999955E+00
     27  0.175598249E+00  0.199999958E+00  0.000000000E+00
     28  0.175598234E+00  0.199999973E+00  0.249999955E+00
     29  0.575598240E+00  0.000000000E+00  0.000000000E+00
     30  0.575598240E+00  0.000000000E+00  0.249999955E+00
     31  0.675598204E+00  0.000000000E+00  0.000000000E+00
     32  0.675598204E+00  0.000000000E+00  0.249999955E+00
     33  0.775598288E+00  0.000000000E+00  0.000000000E+00
     34  0.775598288E+00  0.000000000E+00  0.249999955E+00
     35  0.875598252E+00  0.000000000E+00  0.000000000E+00
     36  0.875598252E+00  0.000000000E+00  0.249999955E+00
     37  0.975598216E+00  0.000000000E+00  0.000000000E+00
     38  0.975598216E+00  0.000000000E+00  0.249999955E+00
     39  0.107559824E+01  0.000000000E+00  0.000000000E+00
     40  0.107559824E+01  0.000000000E+00  0.249999955E+00
     41  0.117559826E+01  0.000000000E+00  0.000000000E+00
     42  0.117559826E+01  0.000000000E+00  0.249999955E+00
     43  0.755983144E-01  0.199999973E+00  0.000000000E+00
     44 -0.244016964E-01  0.199999973E+00  0.000000000E+00
     45  0.755983144E-01  0.200000003E+00  0.249999955E+00
     46 -0.244016964E-01  0.200000003E+00  0.249999955E+00
     47 -0.224401668E+00  0.200000018E+00  0.000000000E+00
     48 -0.224401668E+00  0.199999929E+00  0.249999955E+00
     49  0.275598288E+00  0.199999958E+00  0.000000000E+00
     50  0.275598288E+00  0.199999973E+00  0.249999955E+00
     51  0.375598252E+00  0.199999958E+00  0.000000000E+00
     52  0.375598252E+00  0.199999973E+00  0.249999955E+00
     53  0.475598216E+00  0.199999958E+00  0.000000000E+00
     54  0.475598216E+00  0.199999973E+00  0.249999955E+00
     55  0.575598240E+00  0.999999642E-01  0.000000000E+00
     56  0.575598240E+00  0.100000009E+00  0.249999955E+00
     57  0.575598240E+00  0.199999958E+00  0.000000000E+00
     58  0.575598240E+00  0.199999973E+00  0.249999955E+00
     59 -0.424401671E+00  0.000000000E+00  0.000000000E+00
     60 -0.424401671E+00  0.000000000E+00  0.249999955E+00
     61 -0.424401671E+00  0.200000018E+00  0.000000000E+00
     62 -0.424401671E+00  0.199999929E+00  0.249999955E+00
     63  0.275598288E+00  0.299999982E+00  0.000000000E+00
     64  0.275598288E+00  0.300000012E+00  0.249999955E+00
     65  0.755983144E-01  0.299999982E+00  0.000000000E+00
     66  0.755983144E-01  0.299999982E+00  0.249999955E+00
     67  0.175598249E+00  0.299999982E+00  0.000000000E+00
     68  0.175598249E+00  0.299999982E+00  0.249999955E+00
     69  0.675598204E+00  0.999999642E-01  0.000000000E+00
     70  0.675598204E+00  0.100000009E+00  0.249999955E+00
     71  0.775598288E+00  0.999999642E-01  0.000000000E+00
     72  0.775598288E+00  0.100000009E+00  0.249999955E+00
     73  0.875598252E+00  0.999999642E-01  0.000000000E+00
     74  0.875598252E+00  0.100000009E+00  0.249999955E+00
     75  0.975598216E+00  0.999999642E-01  0.000000000E+00
     76  0.975598216E+00  0.100000009E+00  0.249999955E+00
     77  0.107559824E+01  0.999999642E-01  0.000000000E+00
     78  0.107559824E+01  0.100000009E+00  0.249999955E+00
     79  0.117559826E+01  0.999999642E-01  0.000000000E+00
     80  0.117559826E+01  0.100000009E+00  0.249999955E+00
     81  0.127559817E+01  0.000000000E+00  0.000000000E+00
     82  0.127559817E+01  0.000000000E+00  0.249999955E+00
     83  0.127559817E+01  0.999999642E-01  0.000000000E+00
     84  0.127559817E+01  0.100000009E+00  0.249999955E+00
     85 -0.224401623E+00  0.399999946E+00  0.000000000E+00
     86 -0.224401668E+00  0.399999946E+00  0.249999955E+00
     87 -0.424401671E+00  0.399999946E+00  0.000000000E+00
     88 -0.424401671E+00  0.399999946E+00  0.249999955E+00
     89  0.475598216E+00  0.299999982E+00  0.000000000E+00
     90  0.475598216E+00  0.299999982E+00  0.249999955E+00
     91 -0.624401629E+00  0.200000018E+00  0.000000000E+00
     92 -0.624401629E+00  0.199999929E+00  0.249999955E+00
     93  0.975598216E+00  0.199999958E+00  0.000000000E+00
     94  0.975598216E+00  0.199999973E+00  0.249999955E+00
     95  0.137559819E+01  0.000000000E+00  0.000000000E+00
     96  0.137559819E+01  0.000000000E+00  0.249999955E+00
     97  0.147559833E+01  0.000000000E+00  0.000000000E+00
     98  0.147559833E+01  0.000000000E+00  0.249999955E+00
     99  0.157559800E+01  0.000000000E+00  0.000000000E+00
    100  0.157559800E+01  0.000000000E+00  0.249999955E+00
    101  0.167559826E+01  0.000000000E+00  0.000000000E+00
    102  0.167559826E+01  0.000000000E+00  0.249999955E+00
    103  0.177559817E+01  0.000000000E+00  0.000000000E+00
    104  0.177559817E+01  0.000000000E+00  0.249999955E+00
    105  0.187559843E+01  0.000000000E+00  0.000000000E+00
    106  0.187559843E+01  0.000000000E+00  0.249999955E+00
