    0.184104      621.094115  
    0.184720      622.132876  
    0.185340      623.171977  
    0.185965      624.211436  
    0.186595      625.251270  
    0.187228      626.291493  
    0.187866      627.332120  
    0.188508      628.373164  
    0.189155      629.414639  
    0.189805      630.456558  
    0.190460      631.498937  
    0.191119      632.541791  
    0.191782      633.585135  
    0.192450      634.628987  
    0.193121      635.673365  
    0.193797      636.718287  
    0.194478      637.763772  
